bookID,author
4710,Dan Simmons
4711,Theodore Dreiser
4712,Michael Lewis
4713,Herman Wouk
4714,Jane Green
4715,Isabel Allende
4716,Sandra Martz
4717,Val Mcdermid
4718,Martin Handford
4719,Bryan Burrough
4720,John Pilger
4721,Hilary Mckay
4722,Rainer Maria Rilke
4723,Jackie Chan
4724,Charles Sailor
4725,Lionel Davidson
4726,Farley Mowat
4727,Joseph Campbell
4728,Lavyrle Spencer
4729,Bill Brooks
4730,Catherine Anderson
4731,Virginia Henley
4732,Catherine Anderson
4733,Christine Feehan
4734,Christine Feehan
4735,Susan Elizabeth Phillips
4736,Lisa St Aubin De Teran
4737,Madeleine Wickham
4738,Peter Abrahams
4739,Stephen Baker
4740,Oliver W Sacks
4741,John Connolly
4742,Matthew T. Anderson
4743,P. D. James
4744,Patricia Ryan
4745,N. Scott Momaday
4746,Paul Joseph Lederer
4747,Clive Cussler
4748,Barbara Erskine
4749,Jude Deveraux
4750,Jude Deveraux
4751,Ray Bradbury
4752,John Fowles
4753,Janette Oke
4754,Susan Johnson
4755,Marsha Canham
4756,Kinley Macgregor
4757,George Eliot
4758,Phyllis Reynolds Naylor
4759,Judy Blume
4760,Jane Jacobs
4761,Cornelius Ryan
4762,Michael Weaver
4763,Lawrence Block
4764,Lawrence Block
4765,Gail Carson Levine
4766,Edward Bunker
4767,V. S. Ramachandran
4768,Wilson Rawls
4769,Henry Bromell
4770,Ward S. Just
4771,Neil Sheehan
4772,Nan Ryan
4773,Ivan Sergeevich Turgenev
4774,Judith Lyons
4775,Ian Fleming
4776,James Lee Burke
4777,Nicole Jordan
4778,Helen Myers
4779,Dorothy Garlock
4780,Deepak Chopra
4781,John Gardner
4782,Bryce Courtenay
4783,Max Allan Collins
4784,Diana Wynne Jones
4785,Mckenna
4786,William Boyd
4787,Nicholas Monsarrat
4788,Gertrude Stein
4789,James Jones
4790,Anita Mason
4791,Yashar Kemal
4792,Yukio Mishima
4793,John Fowles
4794,Denton Welch
4795,Frank Moorhouse
4796,Sue Townsend
4797,William Boyd
4798,Daniel Jonah Goldhagen
4799,William Styron
4800,Chaim Potok
4801,Nadine Gordimer
4802,Elizabeth Knox
4803,William Golding
4804,Antonia Fraser
4805,P.G. Wodehouse
4806,Nunzio Defilippis
4807,John Fante
4808,Ron Hansen
4809,C. Terry Warner
4810,Laura Esquivel
4811,Jacob Grimm
4812,Fay Weldon
4813,A. C. Crispin
4814,Peter Matthiessen
4815,Judith Merkle Riler
4816,Aislinn Hunter
4817,Jan Merrill
4818,Leona Blair
4819,Maryse Conde
4820,Patricia Mc Killip
4821,Walt Disney Studio
4822,Gary Paulsen
4823,Henry James
4824,Mariah Stewart
4825,Karen Ranney
4826,J. Knight
4827,Jack Ellis
4828,Philip R. Craig
4829,Ursula K. Le Guin
4830,Erich Segal
4831,Raymond E. Feist
4832,Isobelle Carmody
4833,Robert Stone
4834,George Eliot
4835,Albert B. Facey
4836,Diana Wynne Jones
4837,Kien Nguyen
4838,Thomas Keneally
4839,Eva Ibbotson
4840,Katherine Paterson
4841,L. M. Boston
4842,Clive Cussler
4843,Matthew Reilly
4844,Jeffrey Archer
4845,Leigh Sauerwein
4846,Nicky Singer
4847,Paula Volsky
4848,Celia Rees
4849,Christine Feehan
4850,Lee Child
4851,Eugene H. Peterson
4852,Thomas King
4853,Marion Zimmer Bradley
4854,Nancy Pickard
4855,Julie Garwood
4856,Fred Chappell
4857,Alice Munro
4858,Ian Fleming
4859,Bruce Coville
4860,Bruce Coville
4861,Norah Lofts
4862,Ray Bradbury
4863,Taylor Caldwell
4864,Aldo Leopold
4865,Justin Dare
4866,Caroline B. Cooney
4867,Michael Palmer
4868,Martha Wells
4869,Agatha Christie
4870,Sharon Sala
4871,Paul Garrison
4872,Ralph Compton
4873,Katherine Stone
4874,Vincent Patrick
4875,D. A. Stern
4876,Bobbie Ann Mason
4877,John Jakes
4878,Isabelle Holland
4879,Brendan O'Carroll
4880,Katy Gardner
4881,Paul Berman
4882,Stendhal
4883,Gloria Whelan
4884,Jerry Spinelli
4885,Catherine Cookson
4886,A. Bates
4887,Mary Balogh
4888,Virginia Henley
4889,Jude Deveraux
4890,Lisa Kleypas
4891,Thaddeus Carhart
4892,Rochelle Majer Krich
4893,Kathryn Kramer
4894,Lisa Kleypas
4895,Jude Deveraux
4896,T.R. Pearson
4897,Lisa Ann Marsoli
4898,Richard Llewellyn
4899,P.G. Wodehouse
4900,P. G. Wodehouse
4901,Pelham Grenville Wodehouse
4902,P.G. Wodehouse
4903,Sara Wheeler
4904,Ranier Maria Rilke
4905,Yasunari Kawabata
4906,Tanya Huff
4907,Linda Hoy
4908,Elisabeth Elliot
4909,Gaelen Foley
4910,"Arthur Conan, Sir Doyle"
4911,Fynn
4912,Jennifer Baker
4913,Frank E. Peretti
4914,Stephen King
4915,Betty Crocker
4916,Rick  Brinkman
4917,Christopher Leach
4918,John Crowley
4919,Terry Spencer Hesser
4920,Christine Feehan
4921,Diane Johnson
4922,Louis L'Amour
4923,T. M. Wright
4924,Rachel Lee
4925,Nancy Taylor Rosenberg
4926,Jonathan Valin
4927,Margaret Peterson Haddix
4928,Margaret Peterson Haddix
4929,Elizabeth Peters
4930,Kim Harrison
4931,Tabitha King
4932,Susan Krinard
4933,Emma Bull
4934,Sharon Shinn
4935,Marie Mosley
4936,K. Jackson
4937,Gillian Linscott
4938,Elizabeth George
4939,Stephen Arterburn
4940,Karen Robards
4941,Homer Hickam
4942,Catherine Karp
4943,Yasunari Kawabata
4944,Barbara Wood
4945,Will Hobbs
4946,"Stanley, M.D. Turecki"
4947,E. R. Frank
4948,Norman Mailer
4949,Cynthia Freeman
4950,Dean Devlin
4951,Avi
4952,Joan Bauer
4953,Bernard Werber
4954,Nancy Springer
4955,Avi
4956,Little Golden Staff
4957,Mary Pope Osborne
4958,William Saroyan
4959,Paul French
4960,Scott O'Dell
4961,Judy Blume
4962,John Harwood
4963,Kent Haruf
4964,Douglas J. Preston
4965,Guy Vanderhaeghe
4966,Barth Landor
4967,Mende Nazer
4968,Ayelet Waldman
4969,Sol Wachtler
4970,Jerry Jay Carroll
4971,C. Terry Cline
4972,Linda Howard
4973,Amanda Ashley
4974,Ben Mikaelsen
4975,Anne Mccaffrey
4976,Tim Underwood
4977,Dean Koontz
4978,Michael Stewart
4979,Gloria Murphy
4980,E. Wade Davis
4981,Carlo D'Este
4982,William H. Mcneill
4983,Suzanne Berne
4984,Beverly Cleary
4985,Beverly Cleary
4986,Evelyn Waugh
4987,William Sleator
4988,Bret Easton Ellis
4989,Jane Stevenson
4990,James Ramsey Ullman
4991,Mick Foley
4992,Iris Johansen
4993,James Herbert
4994,Morris West
4995,Mariette Hartley
4996,S. E. Chase
4997,Richard M. Levine
4998,John Farris
4999,Jackie Collins
5000,Stephen Collins
5001,Stephen Solomita
5002,Robert B. Parker
5003,Dietrich Bonhoeffer
5004,Elizabeth Lowell
5005,David Morrell
5006,Jerzy N. Kosinski
5007,L.M. Montgomery
5008,Lucy Maud Montgomery
5009,Cathy Maxwell
5010,P.G. Wodehouse
5011,Robin Mckinley
5012,Diana Wynne Jones
5013,John Kennedy Toole
5014,Wilbur A. Smith
5015,Henry Miller
5016,John Mcgahern
5017,Jilly Cooper
5018,Belva Plain
5019,Lawrence Watt-Evans
5020,Richard Yates
5021,Jim Carroll
5022,Stanley Middleton
5023,Kim Wozencraft
5024,Annette Curtis Klause
5025,W. Michael Gear
5026,Diane Duane
5027,C. S. Evans
5028,Jack Williamson
5029,P. G. Wodehouse
5030,Richard Wright
5031,Charles Dickens
5032,Robert Frost
5033,James Kahn
5034,Gary Enright
5035,Raymond Chandler
5036,Alison Weir
5037,Armstrong Sperry
5038,Robert Cormier
5039,Devin Cary
5040,Thich Nhat Hanh
5041,R. L. Stine
5042,Alistair Maclean
5043,Saul Bellow
5044,Daniel Manus Pinkwater
5045,Jane Austen
5046,Milan Kundera
5047,Peter Lalonde
5048,Og Mandino
5049,W.Michael Gear
5050,Kurt Vonnegut
5051,Mary Downing Hahn
5052,Aaron Copland
5053,Gabriel Mã¡Rquez Garcã­A
5054,R. D. Wingfield
5055,Thomas Hauser
5056,Alan Furst
5057,Lewis Thomas
5058,Sarah Van Arsdale
5059,L. Ron Hubbard
5060,Joanna Martine Woolfolk
5061,Jessie Wise
5062,Alice Carr
5063,Robert Asprin
5064,Kenzaburo Oã«
5065,Lemony Snicket
5066,Robert K. Massie
5067,David Simon
5068,Jerry Bridges
5069,Muhammad Yunus
5070,Bo Caldwell
5071,Alvin Toffler
5072,Mary Mcgarry Morris
5073,Rebecca Locksley
5074,C. Clarke Arthur
5075,Greg Bear
5076,Ardashir Vakil
5077,Joseph Campbell
5078,Thomas Wolfe
5079,Paul Johnson
5080,Ellis Peters
5081,Edward Abbey
5082,Susan Sontag
5083,Victor Hugo
5084,John T. (John Thomas) Sladek
5085,Louis Calaferte
5086,Author Unknown
5087,William Pene Du Bois
5088,John Pelan
5089,Mary Mapes Dodge
5090,Kevyn Aucoin
5091,Graham Masterton
5092,Helen Andelin
5093,David Seltzer
5094,Smith Wigglesworth
5095,Alejandro Casona
5096,S.P. Somtow
5097,Anne Rice
5098,Majgull Axelsson
5099,E. Nesbit
5100,Ian Fleming
5101,Leslie Waller
5102,Walker Percy
5103,Beth Gutcheon
5104,Catherine Marshall
5105,Philip Yancey
5106,Terry Southern
5107,Suzy Mckee Charnas
5108,Sean Flynn
5109,John Cheever
5110,Tom Stoppard
5111,Jerry Bridges
5112,Beverly Cleary
5113,Roger Zelazny
5114,Joyce Egginton
5115,Jim Stockdale
5116,Joyce Carol Oates
5117,Robert Nathan
5118,Doris Mortman
5119,Dorsey Fiske
5120,Anna Fynn
5121,Max Allan Collins
5122,Ian Rankin
5123,Amelia Atwater-Rhodes
5124,Steven Millhauser
5125,Marjorie Kinnan Rawlings
5126,Walker Percy
5127,J. D. Robb
5128,Thornton Niven Wilder
5129,Elmore Leonard
5130,Andrew
5131,John Lewis
5132,David Lodge
5133,Lynn Coleman
5134,Margaret Drabble
5135,Stanley Karnow
5136,China Mieville
5137,Bernard Werber
5138,Hermann Hesse
5139,Mircea Eliade
5140,Robert Asprin
5141,David Westwood
5142,Jackie Collins
5143,Richard Peck
5144,Laura Hardy
5145,L. Frank Baum
5146,Glen Cook
5147,David Halberstam
5148,Ellen Goodman
5149,Spencer Dunmore
5150,William Wells
5151,Terry Brooks
5152,Stephen R. Donaldson
5153,Raymond Feist
5154,Ben Bova
5155,Neta Jackson
5156,D.H. Lawrence
5157,Charles Colson
5158,Poul Anderson
5159,Paolo Coelho
5160,Gabrielle Mullarkey
5161,Christiane Heggan
5162,Gerald Green
5163,William Mcdonough
5164,Ray Bradbury
5165,Samuel R. Delany
5166,Linda Konner
5167,Charles Bukowski
5168,Emilie Barnes
5169,Richard Price
5170,Stephen Davis
5171,William Stevenson
5172,Jerry Mander
5173,Gardner Mckay
5174,Dirk Wittenborn
5175,William Hoffer
5176,Paul Huson
5177,Josef Skvorecky
5178,Lawrence Durrell
5179,Donald Harington
5180,Lawrence Block
5181,Richard Condon
5182,Simon Clark
5183,Penny Thornton
5184,Lauren Bacall
5185,Gina Ingoglia
5186,Jennifer Blake
5187,Virginia Deberry
5188,Alistair Macleod
5189,Homer
5190,Steven Spruill
5191,Wendelin Van Draanen
5192,Annie Garrett
5193,John Katzenbach
5194,Nadine Gordimer
5195,Gavin De Becker
5196,Patricia C. Wrede
5197,Helen Dunmore
5198,Phyllis Reynolds Naylor
5199,Marcus Pfister
5200,Carrie Brown
5201,Jon Kabat-Zinn
5202,John Douglas
5203,Betsy Prioleau
5204,Ken Keyes
5205,Julie Otsuka
5206,Meriwether Lewis
5207,Will Christopher Baer
5208,David Brin
5209,Lois Lowry
5210,John Gardiner
5211,Theresa Tomlinson
5212,Don Delillo
5213,Mercedes Lackey
5214,Hella S Haasse
5215,Carl G. Jung
5216,Ann Rule
5217,Maxine Hong Kingston
5218,Bentley Little
5219,Jenny Carroll
5220,Jenny Carroll
5221,Vikram Chandra
5222,John Fante
5223,William Goldman
5224,Teresa Hill
5225,Antonio Munox Molina
5226,Roderick Townley
5227,Aldous Huxley
5228,Italo Calvino
5229,Mary W. Shelley
5230,George Bernau
5231,Colin Dexter
5232,Dick Francis
5233,Beth Gutcheon
5234,Joyce Carol Oates
5235,Richard Peck
5236,Jean Christopher Spaugh
5237,Doris Kearns Goodwin
5238,Robert Tine
5239,Huston Smith
5240,Terry Pratchett
5241,Norman Mailer
5242,J. M. Coetzee
5243,V. S. Naipaul
5244,Oscar Wilde
5245,Leo Tolstoy
5246,James Rollins
5247,Ovid
5248,Enfield
5249,Charlotte Paul
5250,Nora Roberts
5251,Mark Millar
5252,Bill Fitzhugh
5253,Tomie Depaola
5254,Hudson Taylor
5255,Thomas F. Monteleone
5256,Anthony Swofford
5257,Elizabeth Goudge
5258,Louise Erdrich
5259,Stuart Litvak
5260,S. M. Stirling
5261,Kathleen Norris
5262,Jason Nickles
5263,David Yallop
5264,Larry Niven
5265,Giovanni Boccaccio
5266,Peter Hoeg
5267,Maud H. Lovelace
5268,Edward Abbey
5269,Virginia Woolf
5270,A.C. Cawley
5271,Laurence Bergreen
5272,James Gleick
5273,Allan Gurganus
5274,Kazuo Ishiguro
5275,Bruce Sterling
5276,Anne Fadiman
5277,Susan Sizemore
5278,John Mcphee
5279,Clive Barker
5280,Donald Hall
5281,Sharon Creech
5282,Antonio J. Mendez
5283,Christine Feehan
5284,Bruce Gamble
5285,David Niven
5286,Albert  Camus
5287,Robert Nye
5288,Suzanne Brockmann
5289,Stephen King
5290,Graham Masterton
5291,Madeleine L'Engle
5292,Jean Plaidy
5293,Mildred Walker
5294,Marc Weissbluth
5295,Jeff Long
5296,Mary Ann Mitchell
5297,William J. Kennedy
5298,Diet Eman
5299,Louise Murphy
5300,Sarah Dessen
5301,Elizabeth Adler
5302,Thomas Bulfinch
5303,Bobby Fischer
5304,Rainer Maria Rilke
5305,Elizabeth Speare
5306,Jeff Smith
5307,Euripides
5308,Roger Kahn
5309,William Johnstone
5310,Gore Vidal
5311,J. O'Barr
5312,Javan
5313,Eric Carle
5314,James Kavanaugh
5315,Marge Piercy
5316,Ginna Gray
5317,Da Chen
5318,Marianne Curley
5319,Peter Kuper
5320,Sigmund Freud
5321,Bruce Brooks
5322,Leslie Carroll
5323,Montague Rhodes James
5324,Aldous Huxley
5325,W. E. B. Griffin
5326,Jonathan Carroll
5327,Melanie Tem
5328,Joseph Kanon
5329,Ellen Gilchrist
5330,Colleen Mccullough
5331,Gigi Levangie Grazer
5332,Nikos Kazantzakis
5333,Michael Cunningham
5334,Poppy Z. Brite
5335,Anthony Trollope
5336,Martha Peace
5337,Mercedes Lackey
5338,Kay Hooper
5339,Tim Stafford
5340,John Saul
5341,Martha D. Ogburn
5342,Elisabeth Kubler-Ross
5343,Edward Ricardo Braithwaite
5344,Martin Luther King Jr.
5345,Martin Luther King
5346,Alice May Brock
5347,Junot Diaz
5348,Niven
5349,Jack Vance
5350,Penny Vincenzi
5351,E.D. Baker
5352,New Skete Monks
5353,Marita Conlon-Mckenna
5354,Marita Conlon-Mckenna
5355,Annie Ernaux
5356,Elizabeth Haydon
5357,Frank Stockton
5358,Arleta Richardson
5359,William Buck
5360,Charlaine Harris
5361,Stanislaw Lem
5362,Douglas R. Hofstadter
5363,Jeffrey Lent
5364,James Moloney
5365,Emmanuel Dongala
5366,Joe David Brown
5367,Andrew Solomon
5368,J. K. Rowling
5369,Annie Proulx
5370,Gavin Menzies
5371,Murray N. Rothbard
5372,Gabriel Garcia Marquez
5373,Stephen Coonts
5374,William Diehl
5375,C. J. Cherryh
5376,Cynthia Defelice
5377,Isaac Asimov
5378,Suzanne Finstad
5379,P. G. Wodehouse
5380,W. Somerset Maugham
5381,A. A. Attanasio
5382,Susan Fox
5383,Diana Wynne Jones
5384,Debbie Macomber
5385,Debbie Macomber
5386,Amã?Â©Lie Nothomb
5387,Richard Zimler
5388,Steve Alten
5389,Bernard Cornwell
5390,Chris Wooding
5391,Donna Fletcher
5392,Pam Adams
5393,Selma Lagerlof
5394,Robert A. Heinlein
5395,James Byron Huggins
5396,Andrew Neiderman
5397,William W. Johnstone
5398,Elizabeth George
5399,Brian Basset
5400,P.N. Elrod
5401,Mary-Rose Hayes
5402,Meredith A. Pierce
5403,Fern Michaels
5404,Roger Edmonson
5405,Edward Abbey
5406,Mary Mackey
5407,Tony Hendra
5408,Gabriel Garcia Marquez
5409,Forward Eve
5410,Wendelin Van Draanen
5411,Lael Littke
5412,Avi
5413,Cynthia Rylant
5414,Joseph F. Girzone
5415,Jack Canfield
5416,Helen Muir
5417,Anita Burgh
5418,Araby Scott
5419,Donna Hay
5420,Daphne Du Maurier
5421,Judith Mcnaught
5422,Steve Sohmer
5423,Paul Mathur
5424,Jennifer Archer
5425,Lisa Jackson
5426,Katherine Greyle
5427,Michael Swanwick
5428,Michael Malone
5429,Mary Stewart
5430,Eoin Colfer
5431,Lurlene Mcdaniel
5432,Mikhail I. Rostovtzeff
5433,Jacques Derrida
5434,Alexander Hamilton
5435,Jim Stovall
5436,Louisa May Alcott
5437,Betty Edwards
5438,Dian Curtis Regan
5439,Tanith Lee
5440,Hannah Arendt
5441,Jack Miles
5442,Fyodor Dostoevsky
5443,Dorothy L. Sayers
5444,Ngugi Wa Thiong'O
5445,Voltaire
5446,Walker Percy
5447,Paulo Freire
5448,Vera B. Williams
5449,Jonathan Larson Estate
5450,Salman Rushdie
5451,Nick Bantock
5452,Jean P. Sasson
5453,Jean Hager
5454,Malcolm Bosse
5455,Alice Steinbach
5456,T. Lucien Wright
5457,Lee Child
5458,Piers Anthony
5459,George Fox
5460,Mervyn Laurence Peake
5461,Dante Alighieri
5462,Greg Bear
5463,Len Deighton
5464,Robert Rankin
5465,Salman Rushdie
5466,Yvonne Jocks
5467,William Faulkner
5468,Sigmund Freud
5469,Peter Atkins
5470,Guy N. Smith
5471,Robert Heinlein
5472,Jules Verne
5473,Jonathan Green
5474,Arthur Hailey
5475,H. P. Lovecraft
5476,Kit Craig
5477,Molly Cochran
5478,Julian May
5479,William Shakespeare
5480,Joseph Conrad
5481,Thomas Mann
5482,Pablo Neruda
5483,H.P. Lovecraft
5484,Michael Herr
5485,Wendell Berry
5486,Dennis Lehane
5487,Emily Brightwell
5488,Robert Silverberg
5489,Ted Allbeury
5490,Arthur Hailey
5491,Roderick Thorp
5492,Ray Hendershot
5493,Richard Matheson
5494,Stephen Harrigan
5495,Marvin Albert
5496,Melinda Metz
5497,Margaret Pemberton
5498,Susan Howatch
5499,Donini Taylor
5500,Ovid Demaris
5501,Irving Stone
5502,Kenneth Goddard
5503,Jerry Oster
5504,Larry Niven
5505,Nancy E. Shaw
5506,Rosie Thomas
5507,Barbara Erskine
5508,George Higgins
5509,Philip Caputo
5510,Tom Kakonis
5511,Paul-Loup Sulitzer
5512,Jackie Collins
5513,Agatha Christie
5514,Agatha Christie
5515,Agatha Christie
5516,Buzz Bissinger
5517,Dr. Seuss
5518,Agatha Christie
5519,Agatha Christie
5520,Robert Ellis
5521,Joan Didion
5522,Agatha Christie
5523,Bookthrift
5524,Gertrude Chandler Warner
5525,Caroline Alexander
5526,John L. Jr. Parker
5527,Keith Peterson
5528,Chris Ryan
5529,Diane Hoh
5530,Alberto Vazquez-Figueroa
5531,Jose Saramago
5532,George M.D. Sheehan
5533,Katherine Sutcliffe
5534,Tami Hoag
5535,Greg Rucka
5536,Albert Cohen
5537,George G.M. James
5538,Anne Mccaffrey
5539,W. Michael Gear
5540,Ralph Ellison
5541,Gail Giles
5542,Teresa Medeiros
5543,Nina Bangs
5544,Laurie R. King
5545,Shirl Henke
5546,Dallas Schulze
5547,Eloisa James
5548,Suzanne Brockmann
5549,Hoffnung Sou
5550,Eloisa James
5551,Sharon Shinn
5552,Michael Woods
5553,William Goldman
5554,Armistead Maupin
5555,Jane Heller
5556,Samuel M. Key
5557,Charles Wilson
5558,Roddy Doyle
5559,Fern Michaels
5560,Emilie Richards
5561,Philippa Pearce
5562,Sheri Whitefeather
5563,Domini Taylor
5564,Jo Beverley
5565,Maggie Shayne
5566,Dee Henderson
5567,Patricia Hagan
5568,Ursula  K. Le Guin
5569,Ursula  K. Le Guin
5570,Dorothy Dunnett
5571,Mercedes Lackey
5572,W. Somerset Maugham
5573,Gore Vidal
5574,Robert Holdstock
5575,Vivian Vande Velde
5576,Thomas Cahill
5577,Edward S. Herman
5578,S. W. Hawking
5579,A. N. Roquelaure
5580,E. E. Smith
5581,John Rechy
5582,James Thayer
5583,Daniel Goleman
5584,Tove Jansson
5585,Hayden Herrera
5586,Nancy Milford
5587,Susan Johnson
5588,Sue Grafton
5589,F. A. Hayek
5590,Steve Fortney
5591,Antonia Fraser
5592,Robert Reed
5593,Garfield Reeves-Stevens
5594,James Neal Harvey
5595,Jane Torvill
5596,David Halberstam
5597,Joan D. Vinge
5598,Alan Paton
5599,Yasunari Kawabata
5600,Gao Xingjian
5601,David Starkey
5602,Jonathan Kozol
5603,Johann  Wolfgang Von Goethe
5604,Ivan Turgenev
5605,Manfredi Valerio Massimo
5606,Aleksandr Solzhenitsyn
5607,Gail Anderson-Dargatz
5608,James Frey
5609,Michel Houellebecq
5610,Ayn Rand
5611,David Brin
5612,Osho
5613,Milan Kundera
5614,Clysta Kinstler
5615,Tess Uriza Holthe
5616,Bryan Magee
5617,Osho
5618,Marcel Proust
5619,Helen Dewitt
5620,Jorge Luis Borges
5621,Agatha Christie
5622,Carl Heintze
5623,Gerald Brittle
5624,Bill Buchanan
5625,Yasunari Kawabata
5626,William Shakespeare
5627,Rose Tremain
5628,Edward Eager
5629,Peg Kehret
5630,Carmen Laforet
5631,Florence Parry Heide
5632,Carol Shields
5633,Iris Murdoch
5634,William Kowalski
5635,Carol Goodman
5636,Wassily Kandinsky
5637,Alessandro Baricco
5638,Nathaniel Hawthorne
5639,Douglas Adams
5640,Albert Camus
5641,L. J. Smith
5642,Daniel Quinn
5643,Dennis L. Mckiernan
5644,Karen Harper
5645,Agatha Christie
5646,Sally Warner
5647,George Hay
5648,David Morrell
5649,Joan Collins
5650,Lucille Ball
5651,William Shakespeare
5652,Dana Stabenow
5653,Carl Hiaasen
5654,Sayo Masuda
5655,Peter Watson
5656,Patrick Redmond
5657,Patricia Telesco
5658,Herbie Brennan
5659,N. M. Browne
5660,Eugene B. Sledge
5661,Jeff Shaara
5662,Anita Brookner
5663,Ira Levin
5664,Henri Charriere
5665,Ira Levin
5666,Catherine Marshall
5667,Noel Streatfeild
5668,Diane Hoh
5669,Christopher Paul Curtis
5670,Nawal El Saadawi
5671,Jack Kerouac
5672,William Shatner
5673,Gillian Rubinstein
5674,Robert Mason
5675,Lynda La Plante
5676,Roddy Doyle
5677,Tony Strong
5678,Ellen Wittlinger
5679,Amabel Williams-Ellis
5680,Gerald Malcolm Durrell
5681,Brian Froud
5682,Donald Norman
5683,Mark T. Sullivan
5684,Jeffrey Ames
5685,Terry Pratchett
5686,Michael Allin
5687,David Leavitt
5688,Sharon M. Draper
5689,Kathleen Givens
5690,Bertrice Small
5691,Jennifer Blake
5692,Jack Canfield
5693,James Alan Gardner
5694,James Rollins
5695,Diane Mott Davidson
5696,Victoria Strauss
5697,Julie Anne Peters
5698,Edward Bloor
5699,Bob Tarte
5700,Margaret Thatcher
5701,Louis L'Amour
5702,Clancy Carlile
5703,Not Applicable (Na )
5704,Pete Hautman
5705,Harold Bell Wright
5706,Carlos Fuentes
5707,David Gemmell
5708,Dorothy Dunnett
5709,Frank O'Neill
5710,Catherine Lanigan
5711,David Malouf
5712,Susan Johnson
5713,Lois Lowry
5714,Troy Taylor
5715,Unity Dow
5716,Derrick Jensen
5717,Joyce Harrington
5718,Eric Walters
5719,Joyce Meyer
5720,Jean Shepherd
5721,Jean Shepherd
5722,Julie Reece Deaver
5723,Mike Davis
5724,Grace Metalious
5725,J. Belinda Yandell
5726,Dan Brown
5727,Jean Craighead George
5728,Sandra Brown
5729,Louise Erdrich
5730,Bess Streeter Aldrich
5731,Dr Seuss
5732,John Steinbeck
5733,Penny Jordan
5734,Margaret Pargeter
5735,William Mark Simmons
5736,Georgette Heyer
5737,Robert A. Heinlein
5738,Alice Hoffman
5739,Elizabeth Lenhard
5740,Geary Gravel
5741,Lloyd Alexander
5742,Candace Arkham
5743,Margaret J. Wheatley
5744,Connie Palmen
5745,Victor Pelevin
5746,James Morrow
5747,Stephen R. Donaldson
5748,Jean Rhys
5749,Emily Dickinson
5750,James Salter
5751,David Ebershoff
5752,Joyce Mcdonald
5753,Amanda Ashley
5754,Helen Macinnes
5755,Wendell Berry
5756,Sherman Alexie
5757,Kelly Coughlin
5758,Karin Slaughter
5759,J. K. Rowling
5760,Carol Goodman
5761,Madeleine L'Engle
5762,Jack Kornfield
5763,Graham Greene
5764,Linda Winstead
5765,Jose Zorrilla
5766,Jonathan Coe
5767,Anne Logston
5768,James Alexander Thom
5769,Mary Webb
5770,Alan Ryan
5771,John Holt
5772,Nikolai Vasilevich Gogol
5773,John Varley
5774,Dian Fossey
5775,T. S. Eliot
5776,Andrew Klavan
5777,Roger Zelazny
5778,Han Nolan
5779,Joan Aiken
5780,Garfield Reeves-Stevens
5781,Karin Slaughter
5782,Ed Mcbain
5783,Rick Riordan
5784,Brian Haig
5785,Merline Lovelace
5786,Elizabeth Marie Pope
5787,Brian Greene
5788,Gregory David Roberts
5789,Susan Brownmiller
5790,Valerie Martin
5791,Marguerite Duras
5792,Anne Hã©Bert
5793,George Eliot
5794,Stephanie Greene
5795,Thornton W Burgess
5796,Loren D. Estleman
5797,Billy Graham
5798,Gail Giles
5799,Helen Keller
5800,Jack London
5801,Charles L. Blockson
5802,Joanna Traynor
5803,Steven Sherrill
5804,Cressida Cowell
5805,Peter Singer
5806,Christopher Fowler
5807,Larry Mcmurtry
5808,Robert A. Heinlein
5809,Richard Sennett
5810,Christopher Pike
5811,Yutang Lin
5812,Erle S. Gardner
5813,Nikos Kazantzakes
5814,Emily Rodda
5815,Terry Bisson
5816,Susanna Kearsley
5817,Felice Picano
5818,Paul Block
5819,Laura Joffe Numeroff
5820,Martin Luther King
5821,Bertolt Brecht
5822,Robert Holdstock
5823,L. Frank Baum
5824,J. D. Robb
5825,W.P. Kinsella
5826,Marquis De Sade
5827,Marquis De Sade
5828,Betty Layman Receveur
5829,Hermann Hesse
5830,Joan Hohl
5831,Robert A. Caro
5832,Bruce Sterling
5833,Ursula K. Le Guin
5834,David Gates
5835,Gregory Benford
5836,Linda Barnes
5837,David Poyer
5838,John Eldredge
5839,Lois Lowry
5840,Deborah Ellis
5841,Tod Goldberg
5842,Emile Zola
5843,Eric Flint
5844,Kerry Newcomb
5845,Patricia Elam
5846,Paul Brickhill
5847,David Gurr
5848,Alistair Maclean
5849,David Poyer
5850,Anthony Hope
5851,Roald Dahl
5852,Renã?Â© Barjavel
5853,Oscar Wilde
5854,Candace Camp
5855,Dorothy Garlock
5856,Sheri Tepper
5857,Amy Yurk
5858,Timothy Findley
5859,Gail Tsukiyama
5860,Lyndon Hardy
5861,Charlotte Fedders
5862,Florence Littauer
5863,Ann Beattie
5864,Lindsay Chase
5865,Agatha Christie
5866,Ian St. James
5867,F. Paul Wilson
5868,Joseph Skibell
5869,Bill Edison
5870,Pauline Gedge
5871,Will Huygen
5872,Arthur Schlesinger
5873,Edwidge Danticat
5874,Jennifer Toth
5875,Louis L'Amour
5876,Lama Foundation Editor
5877,Cynthia Enloe
5878,Mary Gentle
5879,Alphonse Daudet
5880,Stephen Hawking
5881,Truman Capote
5882,Susanna Moore
5883,Imre Kertesz
5884,Alice Miller
5885,Gioconda Belli
5886,Alexandra Marshall
5887,Garth Nix
